,file_name,x_center_norm,y_center_norm,width_norm,height_norm
29,35.jpg,0.33705357142857145,0.3638392857142857,0.6741071428571429,0.6651785714285714
30,36.jpg,0.39732142857142855,0.515625,0.7589285714285714,0.6205357142857143
31,37.jpg,0.29464285714285715,0.4263392857142857,0.5892857142857143,0.6473214285714286
32,38.jpg,0.5357142857142857,0.48214285714285715,0.5892857142857143,0.6785714285714286
33,39.jpg,0.5892857142857143,0.5066964285714286,0.7678571428571429,0.7098214285714286
34,4.jpg,0.42857142857142855,0.38392857142857145,0.7321428571428571,0.5803571428571429
35,40.jpg,0.4375,0.43080357142857145,0.7767857142857143,0.8080357142857143
36,41.jpg,0.32589285714285715,0.3973214285714286,0.6517857142857143,0.7053571428571429
37,42.jpg,0.35491071428571425,0.5,0.7008928571428571,0.6160714285714286
38,43.jpg,0.36830357142857145,0.359375,0.7366071428571429,0.71875
39,44.jpg,0.5580357142857143,0.5,0.6517857142857143,0.5625
40,45.jpg,0.4017857142857143,0.5357142857142857,0.5714285714285714,0.7321428571428571
41,46.jpg,0.6517857142857142,0.515625,0.6339285714285714,0.7544642857142857
42,47.jpg,0.6183035714285714,0.5379464285714286,0.6294642857142857,0.5848214285714286
43,48.jpg,0.2767857142857143,0.4151785714285714,0.5535714285714286,0.7946428571428571
44,49.jpg,0.2700892857142857,0.43303571428571425,0.5401785714285714,0.7589285714285714
45,5.jpg,0.36607142857142855,0.31919642857142855,0.7321428571428571,0.6294642857142857
46,50.jpg,0.5580357142857143,0.43080357142857145,0.8839285714285714,0.84375
47,51.jpg,0.3236607142857143,0.43973214285714285,0.6294642857142857,0.8794642857142857
48,52.jpg,0.27901785714285715,0.515625,0.5580357142857143,0.5758928571428571
49,53.jpg,0.4732142857142857,0.5044642857142857,0.5892857142857143,0.6517857142857143
50,54.jpg,0.32142857142857145,0.5133928571428571,0.6428571428571429,0.6696428571428571
51,55.jpg,0.36607142857142855,0.5290178571428572,0.6071428571428571,0.6473214285714286
52,56.jpg,0.390625,0.47098214285714285,0.5758928571428571,0.65625
53,57.jpg,0.3058035714285714,0.5133928571428572,0.6026785714285714,0.75
54,58.jpg,0.45535714285714285,0.5111607142857143,0.7321428571428571,0.7008928571428571
55,59.jpg,0.4821428571428571,0.453125,0.7946428571428571,0.71875
56,6.jpg,0.29464285714285715,0.5915178571428572,0.5714285714285714,0.6651785714285714
57,60.jpg,0.41517857142857145,0.45089285714285715,0.8303571428571429,0.6875
58,61.jpg,0.20758928571428573,0.421875,0.41517857142857145,0.7366071428571429
59,62.jpg,0.203125,0.5245535714285714,0.40625,0.7455357142857143
60,63.jpg,0.29464285714285715,0.44642857142857145,0.5803571428571429,0.7142857142857143
61,64.jpg,0.5803571428571428,0.4017857142857143,0.7321428571428571,0.7678571428571429
62,65.jpg,0.6205357142857142,0.4263392857142857,0.6339285714285714,0.7276785714285714
63,66.jpg,0.33035714285714285,0.4441964285714286,0.5625,0.6830357142857143
64,67.jpg,0.4352678571428571,0.5267857142857143,0.6026785714285714,0.5535714285714286
65,68.jpg,0.5647321428571428,0.4553571428571429,0.78125,0.6428571428571429
66,69.jpg,0.4151785714285714,0.5602678571428571,0.7857142857142857,0.6919642857142857
67,7.jpg,0.3660714285714286,0.5133928571428572,0.5625,0.7767857142857143
68,70.jpg,0.18526785714285715,0.4955357142857143,0.3705357142857143,0.4642857142857143
69,71.jpg,0.5379464285714286,0.6227678571428572,0.71875,0.4419642857142857
70,72.jpg,0.35267857142857145,0.546875,0.5535714285714286,0.5223214285714286
71,73.jpg,0.19196428571428573,0.38169642857142855,0.375,0.6383928571428571
72,74.jpg,0.22767857142857145,0.38616071428571425,0.44642857142857145,0.5758928571428571
73,75.jpg,0.34151785714285715,0.4308035714285714,0.6473214285714286,0.59375
74,76.jpg,0.53125,0.4375,0.6517857142857143,0.875
75,77.jpg,0.7321428571428572,0.5848214285714286,0.5357142857142857,0.5892857142857143
76,78.jpg,0.33928571428571425,0.5178571428571428,0.6696428571428571,0.6696428571428571
77,79.jpg,0.2924107142857143,0.4977678571428571,0.5848214285714286,0.7276785714285714
78,8.jpg,0.4330357142857143,0.39285714285714285,0.6517857142857143,0.5714285714285714
79,80.jpg,0.41517857142857145,0.4910714285714286,0.7053571428571429,0.5
80,81.jpg,0.33705357142857145,0.5401785714285714,0.6741071428571429,0.9196428571428571
81,82.jpg,0.33928571428571425,0.4486607142857143,0.6696428571428571,0.8348214285714286
82,83.jpg,0.6116071428571428,0.5022321428571428,0.7232142857142857,0.59375
83,84.jpg,0.49330357142857145,0.33035714285714285,0.7455357142857143,0.6517857142857143
84,85.jpg,0.29017857142857145,0.5245535714285714,0.5803571428571429,0.5133928571428571
85,86.jpg,0.3370535714285714,0.3125,0.6651785714285714,0.5714285714285714
86,87.jpg,0.3816964285714286,0.5267857142857143,0.6116071428571429,0.6071428571428571
87,88.jpg,0.3638392857142857,0.43973214285714285,0.6026785714285714,0.7008928571428571
88,89.jpg,0.34151785714285715,0.37053571428571425,0.6294642857142857,0.7321428571428571
89,9.jpg,0.32142857142857145,0.34375,0.6428571428571429,0.6339285714285714
90,90.jpg,0.5625,0.5491071428571429,0.6785714285714286,0.6517857142857143
91,91.jpg,0.3549107142857143,0.5133928571428572,0.6919642857142857,0.5267857142857143
92,92.jpg,0.36160714285714285,0.5223214285714286,0.6517857142857143,0.6964285714285714
93,93.jpg,0.37723214285714285,0.5,0.7455357142857143,1.0
94,94.jpg,0.6071428571428571,0.41741071428571425,0.7857142857142857,0.8258928571428571
95,95.jpg,0.671875,0.46651785714285715,0.65625,0.5580357142857143
96,96.jpg,0.5401785714285714,0.4799107142857143,0.7410714285714286,0.6383928571428571
97,97.jpg,0.5647321428571428,0.4375,0.4955357142857143,0.6071428571428571
98,98.jpg,0.2700892857142857,0.43973214285714285,0.53125,0.6830357142857143
99,99.jpg,0.296875,0.5044642857142857,0.59375,0.45535714285714285
